title,price,rating,colors,size,gender,timestamp
T-shirt 770,1655040.0,3.5,3,XXL,Women,2025-05-19T14:46:37.022709
Pants 772,8748160.0,3.4,3,M,Men,2025-05-19T14:46:37.023555
Outerwear 773,3393600.0,3.2,3,L,Women,2025-05-19T14:46:37.024070
Jacket 774,1485760.0,4.1,3,XL,Unisex,2025-05-19T14:46:37.024506
Crewneck 775,8189440.0,3.1,3,XXL,Men,2025-05-19T14:46:37.024940
T-shirt 776,5333120.0,3.7,3,S,Women,2025-05-19T14:46:37.025370
Hoodie 777,6104800.0,3.4,3,M,Unisex,2025-05-19T14:46:37.025812
Pants 778,6034720.0,4.2,3,L,Men,2025-05-19T14:46:37.026250
Outerwear 779,5816480.0,3.2,3,XL,Women,2025-05-19T14:46:37.026691
Jacket 780,2767520.0,3.4,3,XXL,Unisex,2025-05-19T14:46:37.027115
T-shirt 782,4117439.9999999995,4.5,3,M,Women,2025-05-19T14:46:37.194834
Hoodie 783,2510720.0,3.0,3,L,Unisex,2025-05-19T14:46:37.195278
Pants 784,5341280.0,3.0,3,XL,Men,2025-05-19T14:46:37.195791
Outerwear 785,6444480.0,4.3,3,XXL,Women,2025-05-19T14:46:37.196289
Jacket 786,6749280.0,5.0,3,S,Unisex,2025-05-19T14:46:37.196802
Crewneck 787,4593600.0,4.7,3,M,Men,2025-05-19T14:46:37.197286
T-shirt 788,3041120.0,4.7,3,L,Women,2025-05-19T14:46:37.197784
Hoodie 789,2153280.0,4.0,3,XL,Unisex,2025-05-19T14:46:37.198327
Pants 790,1708320.0,3.2,3,XXL,Men,2025-05-19T14:46:37.198795
Jacket 792,4068960.0,3.8,3,M,Unisex,2025-05-19T14:46:37.199650
Crewneck 793,8650080.0,4.0,3,L,Men,2025-05-19T14:46:37.200101
T-shirt 794,5983040.0,4.0,3,XL,Women,2025-05-19T14:46:37.200536
Hoodie 795,4209600.0,3.9,3,XXL,Unisex,2025-05-19T14:46:37.200999
Outerwear 797,2771360.0,4.9,3,M,Women,2025-05-19T14:46:37.201906
Jacket 798,4391040.0,3.4,3,L,Unisex,2025-05-19T14:46:37.202341
Crewneck 799,4048800.0,4.2,3,XL,Men,2025-05-19T14:46:37.202802
T-shirt 800,7433280.0,4.6,3,XXL,Women,2025-05-19T14:46:37.203288
Pants 802,5710240.0,4.4,3,M,Men,2025-05-19T14:46:37.377490
Outerwear 803,1875360.0,4.3,3,L,Women,2025-05-19T14:46:37.377928
Jacket 804,4459040.0,3.9,3,XL,Unisex,2025-05-19T14:46:37.378373
Crewneck 805,3266720.0,4.8,3,XXL,Men,2025-05-19T14:46:37.378820
T-shirt 806,7310560.0,3.0,3,S,Women,2025-05-19T14:46:37.379251
Hoodie 807,5016000.0,4.7,3,M,Unisex,2025-05-19T14:46:37.379682
Pants 808,8717760.0,3.2,3,L,Men,2025-05-19T14:46:37.380121
Outerwear 809,7162560.0,3.7,3,XL,Women,2025-05-19T14:46:37.380546
Jacket 810,3796640.0,4.8,3,XXL,Unisex,2025-05-19T14:46:37.381028
T-shirt 812,6406080.0,4.2,3,M,Women,2025-05-19T14:46:37.381906
Hoodie 813,4872800.0,5.0,3,L,Unisex,2025-05-19T14:46:37.382333
Pants 814,1110080.0,4.7,3,XL,Men,2025-05-19T14:46:37.382891
Outerwear 815,5985440.0,4.8,3,XXL,Women,2025-05-19T14:46:37.383331
Jacket 816,1649120.0,4.5,3,S,Unisex,2025-05-19T14:46:37.383785
Crewneck 817,8744160.0,4.4,3,M,Men,2025-05-19T14:46:37.384204
T-shirt 818,5160320.0,3.8,3,L,Women,2025-05-19T14:46:37.384627
Hoodie 819,4742400.0,4.7,3,XL,Unisex,2025-05-19T14:46:37.385066
Pants 820,6030720.0,3.4,3,XXL,Men,2025-05-19T14:46:37.385488
Jacket 822,838240.0,4.2,3,M,Unisex,2025-05-19T14:46:37.548407
Crewneck 823,6103520.0,4.7,3,L,Men,2025-05-19T14:46:37.548840
T-shirt 824,3301440.0,4.1,3,XL,Women,2025-05-19T14:46:37.549263
Hoodie 825,1058400.0,3.8,3,XXL,Unisex,2025-05-19T14:46:37.549705
Outerwear 827,7091040.0,4.8,3,M,Women,2025-05-19T14:46:37.550569
Jacket 828,2324000.0,4.6,3,L,Unisex,2025-05-19T14:46:37.550999
Crewneck 829,4630400.0,4.4,3,XL,Men,2025-05-19T14:46:37.551430
T-shirt 830,4496480.0,3.0,3,XXL,Women,2025-05-19T14:46:37.551860
Pants 832,3955360.0,4.6,3,M,Men,2025-05-19T14:46:37.552733
Outerwear 833,7101280.0,3.0,3,L,Women,2025-05-19T14:46:37.553177
Jacket 834,7223680.0,3.1,3,XL,Unisex,2025-05-19T14:46:37.553604
Crewneck 835,7143360.0,3.9,3,XXL,Men,2025-05-19T14:46:37.554035
T-shirt 836,6065440.0,4.1,3,S,Women,2025-05-19T14:46:37.554505
Hoodie 837,5532640.0,5.0,3,M,Unisex,2025-05-19T14:46:37.554984
Pants 838,2848800.0,3.1,3,L,Men,2025-05-19T14:46:37.555465
Outerwear 839,4208320.0,3.9,3,XL,Women,2025-05-19T14:46:37.555900
Jacket 840,8164640.0,3.6,3,XXL,Unisex,2025-05-19T14:46:37.556324
T-shirt 842,2859040.0,3.3,3,M,Women,2025-05-19T14:46:37.720493
Hoodie 843,2997120.0,3.6,3,L,Unisex,2025-05-19T14:46:37.720932
Pants 844,7422880.0,3.9,3,XL,Men,2025-05-19T14:46:37.721353
Outerwear 845,2023200.0,3.2,3,XXL,Women,2025-05-19T14:46:37.721784
Jacket 846,7480480.0,3.6,3,S,Unisex,2025-05-19T14:46:37.722205
Crewneck 847,4789920.0,3.7,3,M,Men,2025-05-19T14:46:37.722615
T-shirt 848,6134240.0,4.1,3,L,Women,2025-05-19T14:46:37.723046
Hoodie 849,7816160.0,3.5,3,XL,Unisex,2025-05-19T14:46:37.723483
Pants 850,4144160.0,4.2,3,XXL,Men,2025-05-19T14:46:37.723909
Jacket 852,2777280.0,4.1,3,M,Unisex,2025-05-19T14:46:37.724752
Crewneck 853,2643840.0,3.4,3,L,Men,2025-05-19T14:46:37.725176
T-shirt 854,1600000.0,4.5,3,XL,Women,2025-05-19T14:46:37.725587
Hoodie 855,3249760.0,5.0,3,XXL,Unisex,2025-05-19T14:46:37.726019
Outerwear 857,4532800.0,3.0,3,M,Women,2025-05-19T14:46:37.726959
Jacket 858,3748640.0,3.7,3,L,Unisex,2025-05-19T14:46:37.727404
Crewneck 859,6418560.0,3.0,3,XL,Men,2025-05-19T14:46:37.727864
T-shirt 860,2419360.0,4.7,3,XXL,Women,2025-05-19T14:46:37.728291
Pants 862,4131359.9999999995,3.3,3,M,Men,2025-05-19T14:46:37.897473
Outerwear 863,1071360.0,4.0,3,L,Women,2025-05-19T14:46:37.897934
Jacket 864,2168000.0,4.5,3,XL,Unisex,2025-05-19T14:46:37.898384
Crewneck 865,6805120.0,3.9,3,XXL,Men,2025-05-19T14:46:37.898839
T-shirt 866,2399040.0,3.2,3,S,Women,2025-05-19T14:46:37.899273
Hoodie 867,1303840.0,3.3,3,M,Unisex,2025-05-19T14:46:37.899710
Pants 868,7473760.0,4.6,3,L,Men,2025-05-19T14:46:37.900143
Outerwear 869,6040320.0,4.5,3,XL,Women,2025-05-19T14:46:37.900571
Jacket 870,6395040.0,3.5,3,XXL,Unisex,2025-05-19T14:46:37.901014
T-shirt 872,1343680.0,4.3,3,M,Women,2025-05-19T14:46:37.901866
Hoodie 873,8321600.0,4.8,3,L,Unisex,2025-05-19T14:46:37.902307
Pants 874,2755200.0,4.4,3,XL,Men,2025-05-19T14:46:37.902746
Outerwear 875,2506720.0,4.6,3,XXL,Women,2025-05-19T14:46:37.903171
Jacket 876,3225760.0,4.6,3,S,Unisex,2025-05-19T14:46:37.903599
Crewneck 877,4552640.0,4.6,3,M,Men,2025-05-19T14:46:37.904023
T-shirt 878,4809760.0,4.7,3,L,Women,2025-05-19T14:46:37.904451
Hoodie 879,1026880.0000000001,3.1,3,XL,Unisex,2025-05-19T14:46:37.904887
Pants 880,6497760.0,4.3,3,XXL,Men,2025-05-19T14:46:37.905314
Jacket 882,6420960.0,3.3,3,M,Unisex,2025-05-19T14:46:38.053817
Crewneck 883,5901120.0,3.6,3,L,Men,2025-05-19T14:46:38.054247
T-shirt 884,7414720.0,4.3,3,XL,Women,2025-05-19T14:46:38.054685
Hoodie 885,4760640.0,3.4,3,XXL,Unisex,2025-05-19T14:46:38.055104
Outerwear 887,7806400.0,3.8,3,M,Women,2025-05-19T14:46:38.056037
Jacket 888,7869280.0,4.2,3,L,Unisex,2025-05-19T14:46:38.056479
Crewneck 889,6333920.0,4.6,3,XL,Men,2025-05-19T14:46:38.056918
T-shirt 890,6439040.0,4.7,3,XXL,Women,2025-05-19T14:46:38.057348
Pants 892,8515360.0,4.4,3,M,Men,2025-05-19T14:46:38.058353
Outerwear 893,2673600.0,3.2,3,L,Women,2025-05-19T14:46:38.058811
Jacket 894,2946560.0,4.8,3,XL,Unisex,2025-05-19T14:46:38.059229
Crewneck 895,1126720.0,4.3,3,XXL,Men,2025-05-19T14:46:38.059651
T-shirt 896,7873760.0,4.9,3,S,Women,2025-05-19T14:46:38.060075
Hoodie 897,6077920.0,3.1,3,M,Unisex,2025-05-19T14:46:38.060513
Pants 898,8408640.0,4.1,3,L,Men,2025-05-19T14:46:38.060956
Outerwear 899,6192960.0,4.8,3,XL,Women,2025-05-19T14:46:38.061850
Jacket 900,7214240.0,3.3,3,XXL,Unisex,2025-05-19T14:46:38.062353
T-shirt 902,3164000.0,3.6,3,M,Women,2025-05-19T14:46:38.211416
Hoodie 903,2617920.0,4.1,3,L,Unisex,2025-05-19T14:46:38.211858
Pants 904,3356320.0,3.9,3,XL,Men,2025-05-19T14:46:38.212371
Outerwear 905,5027840.0,4.9,3,XXL,Women,2025-05-19T14:46:38.212860
Jacket 906,4301760.0,3.9,3,S,Unisex,2025-05-19T14:46:38.213282
Crewneck 907,8732640.0,4.9,3,M,Men,2025-05-19T14:46:38.213717
T-shirt 908,7954880.0,4.2,3,L,Women,2025-05-19T14:46:38.214134
Hoodie 909,8383840.0,3.6,3,XL,Unisex,2025-05-19T14:46:38.214555
Pants 910,2395200.0,4.7,3,XXL,Men,2025-05-19T14:46:38.214988
Jacket 912,7853280.0,4.9,3,M,Unisex,2025-05-19T14:46:38.215846
Crewneck 913,3222240.0,3.5,3,L,Men,2025-05-19T14:46:38.216264
T-shirt 914,5799200.0,4.6,3,XL,Women,2025-05-19T14:46:38.216694
Hoodie 915,2649120.0,4.2,3,XXL,Unisex,2025-05-19T14:46:38.217114
Outerwear 917,6061600.0,4.0,3,M,Women,2025-05-19T14:46:38.217993
Jacket 918,5380800.0,3.3,3,L,Unisex,2025-05-19T14:46:38.218414
Crewneck 919,8364000.0,4.7,3,XL,Men,2025-05-19T14:46:38.218869
T-shirt 920,3706080.0,3.2,3,XXL,Women,2025-05-19T14:46:38.219291
Pants 922,1210880.0,4.4,3,M,Men,2025-05-19T14:46:38.396845
Outerwear 923,2435840.0,3.7,3,L,Women,2025-05-19T14:46:38.397358
Jacket 924,3764320.0,3.8,3,XL,Unisex,2025-05-19T14:46:38.397856
Crewneck 925,7900800.0,4.5,3,XXL,Men,2025-05-19T14:46:38.398310
T-shirt 926,1911040.0,4.6,3,S,Women,2025-05-19T14:46:38.398746
Hoodie 927,7706400.0,3.5,3,M,Unisex,2025-05-19T14:46:38.399183
Pants 928,3911680.0,3.4,3,L,Men,2025-05-19T14:46:38.399603
Outerwear 929,1253440.0,3.3,3,XL,Women,2025-05-19T14:46:38.400040
Jacket 930,1741120.0,4.9,3,XXL,Unisex,2025-05-19T14:46:38.400468
T-shirt 932,5937600.0,4.2,3,M,Women,2025-05-19T14:46:38.401330
Hoodie 933,4960800.0,3.4,3,L,Unisex,2025-05-19T14:46:38.401768
Pants 934,2248160.0,3.6,3,XL,Men,2025-05-19T14:46:38.402196
Outerwear 935,6048000.0,4.1,3,XXL,Women,2025-05-19T14:46:38.402629
Jacket 936,6165440.0,3.1,3,S,Unisex,2025-05-19T14:46:38.403061
Crewneck 937,2475360.0,4.1,3,M,Men,2025-05-19T14:46:38.403499
T-shirt 938,4058400.0,3.6,3,L,Women,2025-05-19T14:46:38.403937
Hoodie 939,4466080.0,4.8,3,XL,Unisex,2025-05-19T14:46:38.404370
Pants 940,5776000.0,3.7,3,XXL,Men,2025-05-19T14:46:38.404805
Jacket 942,7972960.0,3.0,3,M,Unisex,2025-05-19T14:46:38.636811
Crewneck 943,4571040.0,4.4,3,L,Men,2025-05-19T14:46:38.637239
T-shirt 944,1578240.0,4.6,3,XL,Women,2025-05-19T14:46:38.637679
Hoodie 945,2107680.0,4.2,3,XXL,Unisex,2025-05-19T14:46:38.638111
Outerwear 947,7079680.0,4.6,3,M,Women,2025-05-19T14:46:38.638983
Jacket 948,4600480.0,3.9,3,L,Unisex,2025-05-19T14:46:38.639400
Crewneck 949,1844320.0,4.4,3,XL,Men,2025-05-19T14:46:38.639833
T-shirt 950,7691680.0,4.9,3,XXL,Women,2025-05-19T14:46:38.640253
Pants 952,7155040.0,3.7,3,M,Men,2025-05-19T14:46:38.641103
Outerwear 953,8423200.0,3.8,3,L,Women,2025-05-19T14:46:38.641527
Jacket 954,3878720.0,4.1,3,XL,Unisex,2025-05-19T14:46:38.641951
Crewneck 955,7006560.0,4.7,3,XXL,Men,2025-05-19T14:46:38.642367
T-shirt 956,4457600.0,3.1,3,S,Women,2025-05-19T14:46:38.642798
Hoodie 957,4024320.0,4.4,3,M,Unisex,2025-05-19T14:46:38.643217
Pants 958,3946240.0,4.8,3,L,Men,2025-05-19T14:46:38.643639
Outerwear 959,6828480.0,4.6,3,XL,Women,2025-05-19T14:46:38.644063
Jacket 960,5840160.0,4.5,3,XXL,Unisex,2025-05-19T14:46:38.644481
T-shirt 962,2887840.0,4.1,3,M,Women,2025-05-19T14:46:38.806178
Hoodie 963,7916160.0,4.6,3,L,Unisex,2025-05-19T14:46:38.806606
Pants 964,3885280.0,3.3,3,XL,Men,2025-05-19T14:46:38.807034
Outerwear 965,3107200.0,4.5,3,XXL,Women,2025-05-19T14:46:38.807460
Jacket 966,8499520.0,4.9,3,S,Unisex,2025-05-19T14:46:38.807890
Crewneck 967,1744000.0,3.5,3,M,Men,2025-05-19T14:46:38.808328
T-shirt 968,4045120.0,4.4,3,L,Women,2025-05-19T14:46:38.808767
Hoodie 969,4231840.0,3.8,3,XL,Unisex,2025-05-19T14:46:38.809188
Pants 970,952960.0,4.6,3,XXL,Men,2025-05-19T14:46:38.809611
Jacket 972,7272000.0,4.4,3,M,Unisex,2025-05-19T14:46:38.810485
Crewneck 973,7134400.0,3.9,3,L,Men,2025-05-19T14:46:38.810927
T-shirt 974,4769280.0,3.0,3,XL,Women,2025-05-19T14:46:38.811360
Hoodie 975,4816000.0,3.6,3,XXL,Unisex,2025-05-19T14:46:38.811793
Outerwear 977,3356000.0,3.6,3,M,Women,2025-05-19T14:46:38.812647
Jacket 978,3918240.0,3.6,3,L,Unisex,2025-05-19T14:46:38.813167
Crewneck 979,4848480.0,3.4,3,XL,Men,2025-05-19T14:46:38.813812
T-shirt 980,6544000.0,3.1,3,XXL,Women,2025-05-19T14:46:38.814281
Pants 982,7281760.0,4.9,3,M,Men,2025-05-19T14:46:38.977547
Outerwear 983,5762560.0,3.2,3,L,Women,2025-05-19T14:46:38.977995
Jacket 984,7349440.0,3.8,3,XL,Unisex,2025-05-19T14:46:38.978416
Crewneck 985,6236000.0,4.3,3,XXL,Men,2025-05-19T14:46:38.978850
T-shirt 986,6713760.0,4.5,3,S,Women,2025-05-19T14:46:38.979276
Hoodie 987,4008000.0,4.7,3,M,Unisex,2025-05-19T14:46:38.979721
Pants 988,2054239.9999999998,3.5,3,L,Men,2025-05-19T14:46:38.980141
Outerwear 989,6869440.0,4.2,3,XL,Women,2025-05-19T14:46:38.980561
Jacket 990,3327360.0,4.2,3,XXL,Unisex,2025-05-19T14:46:38.980999
T-shirt 992,4840480.0,4.9,3,M,Women,2025-05-19T14:46:38.981865
Hoodie 993,6361920.0,3.4,3,L,Unisex,2025-05-19T14:46:38.982289
Pants 994,1693760.0,4.4,3,XL,Men,2025-05-19T14:46:38.982721
Outerwear 995,8046720.0,3.2,3,XXL,Women,2025-05-19T14:46:38.983136
Jacket 996,6942400.0,4.3,3,S,Unisex,2025-05-19T14:46:38.983559
Crewneck 997,5321280.0,3.9,3,M,Men,2025-05-19T14:46:38.983988
T-shirt 998,908000.0,4.2,3,L,Women,2025-05-19T14:46:38.984404
Hoodie 999,8534240.0,4.8,3,XL,Unisex,2025-05-19T14:46:38.984835
Pants 1000,2938240.0,4.7,3,XXL,Men,2025-05-19T14:46:38.985254
